final_loss,train_loss,epoch,step,max_score,median_score,mean_score,max_norm
3.032884120941162,3.324112892150879,0,0,,,,
1.3776073455810547,1.5310512781143188,0,1,,,,
0.9098137617111206,0.9872227311134338,0,2,,,,
1.1426551342010498,1.2423756122589111,0,3,,,,
0.94808030128479,1.0116938352584839,0,4,,,,
1.043736219406128,1.1594408750534058,0,5,,,,
0.8153948783874512,0.8879451155662537,0,6,,,,
0.8170539736747742,0.8895323276519775,0,7,,,,
0.8929342031478882,1.1415677070617676,0,8,,,,
0.9532583951950073,1.0797638893127441,0,9,,,,
0.7888896465301514,0.9011790752410889,0,10,4.176897048950195,4.043981552124023,4.035623550415039,
,,0,10,,,,0.958846926689148
