train_loss,epoch,step,max_norm
3.6602158546447754,0,0,
2.5235235691070557,0,1,
1.6910181045532227,0,2,
1.41446053981781,0,3,
1.3161672353744507,0,4,
1.3112432956695557,0,5,
,0,5,0.6875786185264587
