kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,6.0,8.0,0.5285694003105164,0.5285754203796387,-0.52734375,8.0,5.0,2.0,0,0,,
,,,,,,,,,,,0,0,0.5285694003105164,0.19861674308776855
0.02735297381877899,1.1015625,1.0078125,6.0,8.0,0.5110845565795898,0.5110905766487122,-0.5234375,8.0,6.0,3.0,1,1,,
,,,,,,,,,,,1,1,0.5110845565795898,0.23940064013004303
0.06323441863059998,1.109375,1.0078125,6.0,8.0,0.561303436756134,0.5613094568252563,-0.57421875,8.0,3.5,4.0,2,2,,
,,,,,,,,,,,2,2,0.561303436756134,0.2224140763282776
0.07875709980726242,1.0078125,1.0,5.900000095367432,8.0,0.5424772500991821,0.5424831509590149,-0.53125,8.0,3.5999999046325684,5.0,3,3,,
,,,,,,,,,,,3,3,0.5424772500991821,0.2653862237930298
0.0930459201335907,1.203125,1.0078125,5.866666793823242,8.0,0.5395121574401855,0.5395179986953735,-0.5390625,8.0,3.5,6.0,4,4,,
,,,,,,,,,,,4,4,0.5395121574401855,0.2555333971977234
0.10076972097158432,1.078125,1.0,5.904761791229248,8.0,0.5265926122665405,0.5265985131263733,-0.51953125,8.0,3.7142856121063232,7.0,5,5,,
,,,,,,,,,,,5,5,0.5265926122665405,0.31651246547698975
0.09795539826154709,1.1015625,1.0078125,5.500000476837158,8.0,0.5458424091339111,0.5458478927612305,-0.5546875,8.0,4.625,8.0,6,6,,
,,,,,,,,,,,6,6,0.5458424091339111,0.32657286524772644
0.0971454381942749,1.203125,1.0078125,5.805555820465088,8.0,0.5553025603294373,0.5553083419799805,-0.58203125,8.0,3.777777671813965,9.0,7,7,,
,,,,,,,,,,,7,7,0.5553025603294373,0.35218435525894165
0.09506545960903168,1.1875,1.0078125,5.800000190734863,8.0,0.5474661588668823,0.5474719405174255,-0.57421875,8.0,4.099999904632568,10.0,8,8,,
,,,,,,,,,,,8,8,0.5474661588668823,0.3501519560813904
0.09779632091522217,1.1171875,1.0078125,5.8222222328186035,8.0,0.5386413931846619,0.5386472344398499,-0.546875,8.0,4.099999904632568,10.0,9,9,,
,,,,,,,,,,,9,9,0.5386413931846619,0.377449631690979
