kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,9.0,10.0,1.3505923748016357,1.350601315498352,-1.3515625,10.0,6.5,2.0,0,0,,
,,,,,,,,,,,0,0,1.3505923748016357,0.4741506278514862
0.021862104535102844,1.015625,1.0,9.333333969116211,10.0,1.7685811519622803,1.7685904502868652,-1.7265625,10.0,6.0,3.0,1,1,,
,,,,,,,,,,,1,1,1.7685811519622803,0.8528463244438171
0.03642004728317261,1.0078125,1.0,9.5,10.0,1.6933704614639282,1.6933799982070923,-1.6484375,10.0,6.75,4.0,2,2,,
,,,,,,,,,,,2,2,1.6933704614639282,0.5067619681358337
0.03957140073180199,1.078125,1.0,9.40000057220459,10.0,2.1161601543426514,2.1161694526672363,-2.140625,10.0,6.400000095367432,5.0,3,3,,
,,,,,,,,,,,3,3,2.1161601543426514,0.5079638361930847
0.0396135076880455,1.0078125,1.0,9.866666793823242,10.0,1.8059041500091553,1.805914044380188,-1.734375,10.0,6.5,6.0,4,4,,
,,,,,,,,,,,4,4,1.8059041500091553,0.48288190364837646
