final_loss,train_loss,epoch,step,max_score,median_score,mean_score,max_norm
3.716869354248047,4.071671009063721,0,0,,,,
1.5292552709579468,1.6904646158218384,0,1,,,,
1.0680139064788818,1.1598871946334839,0,2,,,,
0.8799163699150085,0.9613327383995056,0,3,,,,
0.876713216304779,0.9367188811302185,0,4,,,,
1.0009207725524902,1.1102577447891235,0,5,,,,
0.8352581858634949,0.9155722260475159,0,6,,,,
0.7737066745758057,0.8379603028297424,0,7,,,,
0.9128524661064148,1.1398664712905884,0,8,,,,
1.0056523084640503,1.1394282579421997,0,9,,,,
0.7521967887878418,0.8627594709396362,0,10,4.1845173835754395,4.068179130554199,4.064669132232666,
,,0,10,,,,0.9207382202148438
