final_loss,train_loss,epoch,step,max_score,median_score,mean_score,max_norm
3.032884120941162,3.324112892150879,0,0,,,,
1.3259810209274292,1.4746211767196655,0,1,,,,
0.9228157997131348,1.0010427236557007,0,2,,,,
1.2138752937316895,1.3184561729431152,0,3,,,,
0.9935659170150757,1.0587787628173828,0,4,,,,
1.003358244895935,1.1144543886184692,0,5,,,,
0.7519791126251221,0.8175230622291565,0,6,,,,
0.8139852285385132,0.8851144313812256,0,7,,,,
0.8833385705947876,1.1239374876022339,0,8,,,,
0.9260454177856445,1.0485460758209229,0,9,,,,
0.7742942571640015,0.8849654197692871,0,10,4.199247360229492,4.044294357299805,4.03460168838501,
,,0,10,,,,0.6172536611557007
