kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,6.0,10.0,0.998353898525238,0.9983599185943604,-1.0,10.0,3.0,2.0,0,0,,
,,,,,,,,,,,0,0,0.998353898525238,0.2525519132614136
0.0075552514754235744,1.0078125,1.0,9.0,10.0,0.7019352316856384,0.7019442319869995,-0.703125,10.0,6.0,3.0,1,1,,
,,,,,,,,,,,1,1,0.7019352316856384,0.37626996636390686
0.020377637818455696,0.98828125,1.0,9.833333969116211,10.0,0.7692389488220215,0.7692487835884094,-0.7578125,10.0,7.25,4.0,2,2,,
,,,,,,,,,,,2,2,0.7692389488220215,0.3322012424468994
0.02393638715147972,0.98046875,1.0,9.800000190734863,10.0,0.7374226450920105,0.7374324202537537,-0.71875,10.0,5.800000190734863,5.0,3,3,,
,,,,,,,,,,,3,3,0.7374226450920105,0.30397889018058777
0.02622004970908165,1.0546875,1.0,9.533333778381348,10.0,0.8922917246818542,0.8923012614250183,-0.90625,10.0,6.5,6.0,4,4,,
,,,,,,,,,,,4,4,0.8922917246818542,0.372173547744751
