kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,10.0,10.0,0.6113340854644775,0.6113440990447998,-0.61328125,10.0,6.5,2.0,0,0,,
,,,,,,,,,,,0,0,0.6113340854644775,0.2950924336910248
0.008360147476196289,1.03125,1.0,11.0,10.0,1.9830588102340698,1.9830697774887085,-2.0,10.0,7.333333492279053,3.0,1,1,,
,,,,,,,,,,,1,1,1.9830588102340698,0.4583621919155121
0.01858883537352085,1.0390625,1.0,12.833333969116211,10.0,1.184827446937561,1.1848403215408325,-1.1953125,10.0,8.75,4.0,2,2,,
,,,,,,,,,,,2,2,1.184827446937561,0.4823334813117981
0.023853100836277008,1.0625,1.0078125,13.0,10.0,1.706125259399414,1.706138253211975,-1.7265625,10.0,9.0,5.0,3,3,,
,,,,,,,,,,,3,3,1.706125259399414,0.741306722164154
0.029398448765277863,1.0625,1.0078125,12.40000057220459,10.0,2.0781311988830566,2.07814359664917,-2.125,10.0,8.5,6.0,4,4,,
,,,,,,,,,,,4,4,2.0781311988830566,0.6716607213020325
