kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,20.0,10.0,0.2271970510482788,0.22721704840660095,-0.2275390625,10.0,11.5,2.0,0,0,,
,,,,,,,,,,,0,0,0.2271970510482788,0.1658868044614792
0.016273101791739464,1.0390625,0.984375,18.0,10.0,0.6182997822761536,0.6183177828788757,-0.609375,10.0,10.0,2.0,1,1,,
,,,,,,,,,,,1,1,0.6182997822761536,0.35437771677970886
0.02308790385723114,1.1015625,1.078125,20.0,10.0,0.12642976641654968,0.12644976377487183,-0.1328125,10.0,13.0,2.0,2,2,,
,,,,,,,,,,,2,2,0.12642976641654968,0.3634478747844696
0.028533469885587692,1.0625,1.078125,20.0,10.0,0.5371353030204773,0.5371553301811218,-0.546875,10.0,11.5,2.0,3,3,,
,,,,,,,,,,,3,3,0.5371353030204773,0.2815547585487366
0.040678709745407104,1.171875,1.1171875,20.0,10.0,0.22989743947982788,0.22991743683815002,-0.248046875,10.0,10.5,2.0,4,4,,
,,,,,,,,,,,4,4,0.22989743947982788,0.269648015499115
