final_loss,train_loss,epoch,step,max_score,median_score,mean_score,max_norm
2.8762412071228027,3.1497576236724854,0,0,,,,
1.3501695394515991,1.4949678182601929,0,1,,,,
1.1335577964782715,1.2230099439620972,0,2,,,,
0.9420472979545593,1.0294610261917114,0,3,,,,
0.9505183100700378,1.0174946784973145,0,4,,,,
0.9326772093772888,1.0337938070297241,0,5,,,,
0.8352636694908142,0.9147903919219971,0,6,,,,
0.8424126505851746,0.9173240661621094,0,7,,,,
1.0680081844329834,1.337689757347107,0,8,,,,
0.9877080917358398,1.1197868585586548,0,9,,,,
0.7785578966140747,0.8867295980453491,0,10,4.189915657043457,4.030681133270264,4.021756172180176,
,,0,10,,,,1.0221915245056152
