Step,Fitness
0,4.039603114128113
1,4.020227336883545
2,4.006977558135986
3,4.002732276916504
4,3.9985525965690614
5,3.990772080421448
6,3.990772080421448
7,4.070988345146179
8,4.070988345146179
9,4.070988345146179
10,4.034207153320312
11,4.032663631439209
12,4.032663631439209
13,4.021890330314636
14,4.040214872360229
15,4.040214872360229
16,4.035724306106568
17,4.040193867683411
18,4.041414403915406
19,4.0499162673950195
20,4.063519525527954
21,4.06692144870758
22,4.06692144870758
23,4.043392896652222
24,4.01923668384552
25,4.01923668384552
26,4.031460809707641
27,4.032390522956848
28,4.042074680328369
29,4.061483788490295
30,4.04187388420105
31,4.04187388420105
32,4.019742369651794
33,4.019742369651794
34,4.0380583047866825
35,4.058517694473267
36,4.058517694473267
37,4.056500792503357
38,4.047308874130249
39,4.047308874130249
40,4.046306300163269
41,4.046306300163269
42,4.046306300163269
43,4.046306300163269
44,4.046306300163269
45,4.031758427619934
46,4.017300939559936
47,4.017300939559936
48,4.0234925031661986
49,4.022558236122132
50,4.058121681213379
51,4.046408367156983
52,4.046408367156983
53,4.048189735412597
54,4.048189735412597
55,4.063362288475036
56,4.032184505462647
57,4.025483274459839
58,4.032947397232055
59,4.047599196434021
60,4.052401542663574
61,4.011401915550232
62,3.9925117611885073
63,4.053425407409668
64,4.080740928649902
65,4.080740928649902
66,4.080740928649902
67,4.080740928649902
68,4.072341084480286
69,4.0708136558532715
70,4.060293412208557
71,4.06772518157959
72,4.06772518157959
73,4.041043519973755
74,4.050878882408142
75,4.036736416816711
76,4.036736416816711
77,4.036736416816711
78,4.036736416816711
79,4.050567150115967
80,4.014268064498902
81,4.014268064498902
82,4.007302141189575
83,4.035775470733642
84,4.0338010549545285
85,4.0338010549545285
86,4.046232867240906
87,4.046232867240906
88,4.046232867240906
89,4.0414519786834715
90,4.033755230903625
91,4.033755230903625
92,4.033755230903625
93,4.031786942481995
94,4.040359687805176
95,4.03552508354187
96,4.03552508354187
97,4.03552508354187
98,4.03552508354187
99,4.055313038825989
100,4.046608328819275
101,4.039740800857544
102,4.039740800857544
103,4.022956037521363
104,4.030329918861389
105,4.034461498260498
106,4.03456814289093
107,4.030345869064331
108,4.0193909168243405
109,4.0193909168243405
110,4.056841707229614
111,4.056841707229614
112,4.056841707229614
113,4.061339855194092
114,4.054872012138366
115,3.994158911705017
116,4.005122518539428
117,4.026487207412719
118,4.026487207412719
119,4.026487207412719
120,4.008768630027771
121,4.0166707038879395
122,3.993276834487915
123,3.993276834487915
124,3.993276834487915
125,3.993276834487915
126,4.057911062240601
127,4.057911062240601
128,4.046035933494568
129,4.046035933494568
130,4.0418050527572635
131,4.0418050527572635
132,4.0456281185150145
133,4.046406936645508
134,4.034128642082214
135,4.034128642082214
136,4.030471277236939
137,4.013064575195313
138,4.007494354248047
139,4.007494354248047
140,4.009509587287903
141,4.009509587287903
142,4.001565384864807
143,4.001565384864807
144,3.9967748284339906
145,3.994469964504242
146,3.998750901222229
147,3.998750901222229
148,4.02654185295105
149,4.02654185295105
150,4.02654185295105
151,4.054625487327575
152,4.054625487327575
153,4.036619877815246
154,4.0365177392959595
155,4.042747688293457
156,4.060199522972107
157,4.050064730644226
158,4.0679922819137575
159,4.0679922819137575
160,4.0679922819137575
161,4.0679922819137575
162,4.0679922819137575
163,4.074014353752136
164,4.074014353752136
165,4.062182521820068
166,4.0573478698730465
167,4.027878785133362
168,4.033126258850098
169,4.020594954490662
170,4.040304136276245
171,4.060183691978454
172,4.060183691978454
173,4.026427793502807
174,3.981824827194214
175,4.012666130065918
176,4.005458950996399
177,4.005458950996399
178,4.017550706863403
179,4.025313353538513
180,3.9987905621528625
181,3.9934466242790223
182,3.9934466242790223
183,3.9934466242790223
184,3.9934466242790223
185,3.9934466242790223
186,4.021522355079651
187,4.021522355079651
188,4.021522355079651
189,4.0247967004776
190,4.0247967004776
191,4.061571431159973
192,4.061571431159973
193,4.061571431159973
194,4.056699991226196
195,4.056699991226196
196,4.056699991226196
197,4.056699991226196
198,4.052841687202454
199,4.05952365398407
200,4.05952365398407
201,4.05952365398407
202,4.024936985969544
203,3.9929004192352293
204,3.9767295002937315
205,4.058480548858642
206,4.079853343963623
207,4.077496027946472
208,4.074902033805847
209,4.048746800422668
210,4.043013596534729
211,4.021984887123108
212,4.021984887123108
213,4.016754937171936
214,4.02325963973999
215,4.0452982664108275
