kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,16.0,10.0,0.2769923806190491,0.27700838446617126,-0.27734375,10.0,10.0,2.0,0,0,,
,,,,,,,,,,,0,0,0.2769923806190491,0.269141286611557
0.008204344660043716,0.9765625,0.98046875,15.0,10.0,0.2930417060852051,0.2930566966533661,-0.287109375,10.0,9.666666984558105,3.0,1,1,,
,,,,,,,,,,,1,1,0.2930417060852051,0.2077651023864746
0.014257555827498436,0.98828125,1.0,15.5,10.0,0.3474847674369812,0.3475002646446228,-0.337890625,10.0,9.25,4.0,2,2,,
,,,,,,,,,,,2,2,0.3474847674369812,0.20163501799106598
0.01482412125915289,1.0390625,1.03125,15.0,10.0,0.21754862368106842,0.21756362915039062,-0.220703125,10.0,9.399999618530273,5.0,3,3,,
,,,,,,,,,,,3,3,0.21754862368106842,0.20075954496860504
0.01643259823322296,1.046875,1.03125,15.266667366027832,10.0,0.3213633894920349,0.3213786482810974,-0.33203125,10.0,10.166666984558105,6.0,4,4,,
,,,,,,,,,,,4,4,0.3213633894920349,0.23631833493709564
