kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,10.0,10.0,1.5181926488876343,1.5182026624679565,-1.515625,10.0,6.0,2.0,0,0,,
,,,,,,,,,,,0,0,1.5181926488876343,1.2765223979949951
0.08091744780540466,1.3359375,1.0,14.0,10.0,0.9901174306869507,0.9901314377784729,-0.99609375,10.0,9.0,2.0,1,1,,
,,,,,,,,,,,1,1,0.9901174306869507,1.4980168342590332
0.18890522420406342,1.5703125,1.03125,14.0,10.0,0.8322831988334656,0.8322972059249878,-0.84375,10.0,8.0,2.0,2,2,,
,,,,,,,,,,,2,2,0.8322831988334656,1.34601628780365
0.22383607923984528,1.90625,1.0625,13.0,10.0,0.9783981442451477,0.9784111380577087,-0.99609375,10.0,7.5,2.0,3,3,,
,,,,,,,,,,,3,3,0.9783981442451477,1.383014440536499
0.26605480909347534,1.421875,1.0,14.0,10.0,0.9254258871078491,0.9254398941993713,-0.86328125,10.0,8.0,2.0,4,4,,
,,,,,,,,,,,4,4,0.9254258871078491,1.443817138671875
0.26771458983421326,1.3984375,1.0078125,12.0,10.0,0.7939483523368835,0.7939603328704834,-0.7890625,10.0,7.0,2.0,5,5,,
,,,,,,,,,,,5,5,0.7939483523368835,1.3815290927886963
0.2644234299659729,1.78125,1.015625,12.0,10.0,0.8606166839599609,0.8606286644935608,-0.8671875,10.0,8.0,2.0,6,6,,
,,,,,,,,,,,6,6,0.8606166839599609,1.378733515739441
