kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,14.0,10.0,0.8839846253395081,0.8839986324310303,-0.8828125,10.0,9.0,2.0,0,0,,
,,,,,,,,,,,0,0,0.8839846253395081,0.472807377576828
0.02274521440267563,1.078125,1.0,10.0,10.0,1.2938783168792725,1.2938883304595947,-1.34375,10.0,5.0,2.0,1,1,,
,,,,,,,,,,,1,1,1.2938783168792725,0.7828423380851746
0.05258648470044136,1.0234375,1.0078125,8.0,10.0,1.4520184993743896,1.4520264863967896,-1.4375,10.0,4.0,2.0,2,2,,
,,,,,,,,,,,2,2,1.4520184993743896,0.841498613357544
0.06002316623926163,1.0859375,1.0234375,6.0,10.0,1.347956657409668,1.3479626178741455,-1.3515625,10.0,3.5,2.0,3,3,,
,,,,,,,,,,,3,3,1.347956657409668,0.8636190891265869
0.06866169720888138,1.0546875,1.03125,4.0,10.0,1.2381998300552368,1.2382038831710815,-1.2890625,10.0,2.0,2.0,4,4,,
,,,,,,,,,,,4,4,1.2381998300552368,0.8861601948738098
