kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,6.0,10.0,1.1235952377319336,1.1236011981964111,-1.125,10.0,3.0,2.0,0,0,,
,,,,,,,,,,,0,0,1.1235952377319336,0.9880818724632263
0.02256070449948311,0.98828125,1.0,8.0,10.0,1.1821447610855103,1.1821527481079102,-1.1640625,10.0,5.0,2.0,1,1,,
,,,,,,,,,,,1,1,1.1821447610855103,1.3287787437438965
0.05819353461265564,1.03125,1.0,8.0,10.0,1.0940852165222168,1.0940932035446167,-1.0078125,10.0,4.5,2.0,2,2,,
,,,,,,,,,,,2,2,1.0940852165222168,0.9061458706855774
0.059378985315561295,1.109375,1.0,8.0,10.0,0.8904561400413513,0.8904641270637512,-0.91796875,10.0,4.5,2.0,3,3,,
,,,,,,,,,,,3,3,0.8904561400413513,0.881399929523468
0.05970493704080582,1.0625,1.0,8.0,10.0,0.9722325205802917,0.9722405076026917,-1.0,10.0,4.0,2.0,4,4,,
,,,,,,,,,,,4,4,0.9722325205802917,0.9094536304473877
