kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,rel_WT_fitness,total_reward,ppo_loss_initial_iter,batch_size,mean_ratio_final_iter,median_ratio_final_iter,ppo_loss_final_iter,epoch,step,max_norm
114.18366241455078,1071629.375,1.0023272037506104,2.1527092456817627,2.2068965435028076,1.025596261024475,1.025596261024475,194.38584899902344,-203.05516052246094,64.0,1056962.75,1.0023047924041748,-202.99099731445312,20,20,
,,,,,,,,,,,,,20,20,1.131751298904419
113.77042388916016,1056307.375,1.002386212348938,2.2044334411621094,2.344827651977539,1.0167217254638672,1.0167217254638672,199.02293395996094,-208.09158325195312,64.0,1024687.5,1.0022408962249756,-207.40782165527344,21,21,
,,,,,,,,,,,,,21,21,1.1354410648345947
114.24893951416016,1022194.5,1.0023088455200195,2.3694581985473633,2.5862069129943848,1.0197782516479492,1.0197782516479492,213.84881591796875,-223.28372192382812,64.0,963843.9375,1.0023248195648193,-223.5343780517578,22,22,
,,,,,,,,,,,,,22,22,1.0504213571548462
114.31022644042969,960303.5,1.00238037109375,2.221674919128418,2.344827651977539,1.0167217254638672,1.0167217254638672,200.57159423828125,-209.78297424316406,64.0,918096.5625,1.0024840831756592,-209.88014221191406,23,23,
,,,,,,,,,,,,,23,23,1.1301740407943726
114.5692367553711,916105.1875,1.0024839639663696,2.3916256427764893,2.4137930870056152,1.025596261024475,1.025596261024475,215.8457489013672,-225.90118408203125,64.0,886073.5625,1.0022666454315186,-225.13662719726562,24,24,
,,,,,,,,,,,,,24,24,1.0060347318649292
114.85044860839844,884844.3125,1.0023571252822876,2.0,2.1034483909606934,1.0167217254638672,1.0167217254638672,180.6603546142578,-188.7713165283203,64.0,870361.5625,1.002489686012268,-188.967041015625,25,25,
,,,,,,,,,,,,,25,25,1.0801857709884644
114.57632446289062,869663.875,1.0025107860565186,2.320197105407715,2.379310369491577,1.025596261024475,1.025596261024475,209.42990112304688,-219.12680053710938,64.0,860217.6875,1.0023865699768066,-218.61837768554688,26,26,
,,,,,,,,,,,,,26,26,1.0801305770874023
