val_loss,epoch,step,train_loss
6.7565717697143555,0,749,
,0,749,5.446474075317383
5.62772798538208,1,1499,
,1,1499,4.586021423339844
4.923520088195801,2,2249,
,2,2249,4.105895519256592
4.504769802093506,3,2999,
,3,2999,3.8815085887908936
4.281332492828369,4,3749,
,4,3749,3.796353578567505
4.18299674987793,5,4499,
,5,4499,3.771122455596924
4.148592472076416,6,5249,
,6,5249,3.763854503631592
4.131266117095947,7,5999,
,7,5999,3.7589263916015625
4.129848003387451,8,6749,
,8,6749,3.753753185272217
4.118551731109619,9,7499,
,9,7499,3.749156951904297
4.1196184158325195,10,8249,
,10,8249,3.7446327209472656
4.108600616455078,11,8999,
,11,8999,3.739513874053955
4.113687992095947,12,9749,
,12,9749,3.7349398136138916
4.10149621963501,13,10499,
,13,10499,3.7282960414886475
4.091954708099365,14,11249,
,14,11249,3.724111795425415
4.087188720703125,15,11999,
,15,11999,3.7178213596343994
4.079263210296631,16,12749,
,16,12749,3.7146129608154297
4.068582057952881,17,13499,
,17,13499,3.709068775177002
4.067244052886963,18,14249,
,18,14249,3.703786849975586
4.047447204589844,19,14999,
,19,14999,3.6988461017608643
4.0537214279174805,20,15749,
,20,15749,3.6939852237701416
4.046516418457031,21,16499,
,21,16499,3.687574625015259
4.043511390686035,22,17249,
,22,17249,3.6817893981933594
4.042873382568359,23,17999,
,23,17999,3.6763532161712646
4.031405925750732,24,18749,
,24,18749,3.670379161834717
4.018185615539551,25,19499,
,25,19499,3.663926362991333
4.0019307136535645,26,20249,
,26,20249,3.660094738006592
4.014184951782227,27,20999,
,27,20999,3.653684616088867
4.0152974128723145,28,21749,
,28,21749,3.6478729248046875
4.001913070678711,29,22499,
,29,22499,3.641674041748047
3.992898941040039,30,23249,
,30,23249,3.635698080062866
3.9783287048339844,31,23999,
,31,23999,3.6289408206939697
3.965869188308716,32,24749,
,32,24749,3.6211140155792236
3.9605183601379395,33,25499,
,33,25499,3.6159231662750244
3.961277961730957,34,26249,
,34,26249,3.6093428134918213
3.9496991634368896,35,26999,
,35,26999,3.602328300476074
3.941187620162964,36,27749,
,36,27749,3.5950639247894287
3.9367153644561768,37,28499,
,37,28499,3.588132381439209
3.922358512878418,38,29249,
,38,29249,3.5812296867370605
3.905923843383789,39,29999,
,39,29999,3.573195219039917
3.918210744857788,40,30749,
,40,30749,3.565631866455078
3.900329828262329,41,31499,
,41,31499,3.5575430393218994
3.9119269847869873,42,32249,
,42,32249,3.550431966781616
3.8736562728881836,43,32999,
,43,32999,3.543262004852295
3.886840581893921,44,33749,
,44,33749,3.5342533588409424
3.8743221759796143,45,34499,
,45,34499,3.527620792388916
3.857034206390381,46,35249,
,46,35249,3.5194454193115234
3.862203359603882,47,35999,
,47,35999,3.51031756401062
3.8361072540283203,48,36749,
,48,36749,3.501429557800293
3.8428518772125244,49,37499,
,49,37499,3.4938831329345703
3.8199098110198975,50,38249,
,50,38249,3.484741449356079
3.822298765182495,51,38999,
,51,38999,3.476510763168335
3.830925464630127,52,39749,
,52,39749,3.4673993587493896
3.823728322982788,53,40499,
,53,40499,3.458338737487793
3.799238681793213,54,41249,
,54,41249,3.4492955207824707
3.7829878330230713,55,41999,
,55,41999,3.4404492378234863
3.78574538230896,56,42749,
,56,42749,3.4303736686706543
3.7710909843444824,57,43499,
,57,43499,3.422044277191162
3.74953293800354,58,44249,
,58,44249,3.4129791259765625
3.762162208557129,59,44999,
,59,44999,3.4021804332733154
3.7618281841278076,60,45749,
,60,45749,3.3937020301818848
3.754340171813965,61,46499,
,61,46499,3.3833255767822266
3.725827217102051,62,47249,
,62,47249,3.3740899562835693
3.7277393341064453,63,47999,
,63,47999,3.3643271923065186
3.704108476638794,64,48749,
,64,48749,3.3547847270965576
3.718636989593506,65,49499,
,65,49499,3.3450095653533936
3.706641912460327,66,50249,
,66,50249,3.3355047702789307
3.695199489593506,67,50999,
,67,50999,3.3253085613250732
3.6706600189208984,68,51749,
,68,51749,3.314239740371704
3.690946102142334,69,52499,
,69,52499,3.3050994873046875
