val_loss,epoch,step,train_loss
4.9163498878479,0,208,
,0,208,1.9773309230804443
4.971793174743652,1,417,
,1,417,1.9595067501068115
5.024312973022461,2,626,
,2,626,1.9583349227905273
4.995622158050537,3,835,
,3,835,1.9580919742584229
4.932251453399658,4,1044,
,4,1044,1.9574065208435059
5.052331924438477,5,1253,
,5,1253,1.9564316272735596
5.049654483795166,6,1462,
,6,1462,1.9571404457092285
4.991620063781738,7,1671,
,7,1671,1.9561800956726074
4.954087257385254,8,1880,
,8,1880,1.955391764640808
5.024629592895508,9,2089,
,9,2089,1.9542735815048218
4.981998443603516,10,2298,
,10,2298,1.9543145895004272
5.030511856079102,11,2507,
,11,2507,1.9539940357208252
4.965618133544922,12,2716,
,12,2716,1.9529764652252197
4.99295711517334,13,2925,
,13,2925,1.9524078369140625
4.905745983123779,14,3134,
,14,3134,1.9517431259155273
5.021289348602295,15,3343,
,15,3343,1.951401710510254
4.936117172241211,16,3552,
,16,3552,1.9507780075073242
5.01220703125,17,3761,
,17,3761,1.9500271081924438
4.990548133850098,18,3970,
,18,3970,1.9501733779907227
4.949211120605469,19,4179,
,19,4179,1.9494738578796387
4.960822105407715,20,4388,
,20,4388,1.9484384059906006
4.9079389572143555,21,4597,
,21,4597,1.9484437704086304
5.031608581542969,22,4806,
,22,4806,1.947399377822876
4.911696434020996,23,5015,
,23,5015,1.9468210935592651
4.960041522979736,24,5224,
,24,5224,1.9464490413665771
4.884001731872559,25,5433,
,25,5433,1.9458848237991333
4.884725570678711,26,5642,
,26,5642,1.9451228380203247
4.909974098205566,27,5851,
,27,5851,1.9445220232009888
4.846031188964844,28,6060,
,28,6060,1.9440274238586426
4.978891372680664,29,6269,
,29,6269,1.9432939291000366
4.899884223937988,30,6478,
,30,6478,1.943186640739441
4.823770046234131,31,6687,
,31,6687,1.9423813819885254
4.913992881774902,32,6896,
,32,6896,1.9416218996047974
4.906949043273926,33,7105,
,33,7105,1.9412269592285156
4.918946266174316,34,7314,
,34,7314,1.9405536651611328
4.939287185668945,35,7523,
,35,7523,1.9403737783432007
4.833741188049316,36,7732,
,36,7732,1.9392927885055542
4.886545658111572,37,7941,
,37,7941,1.9385132789611816
4.879756927490234,38,8150,
,38,8150,1.9374672174453735
4.915047645568848,39,8359,
,39,8359,1.9372199773788452
4.917182922363281,40,8568,
,40,8568,1.9366530179977417
4.899389266967773,41,8777,
,41,8777,1.9362313747406006
4.873691082000732,42,8986,
,42,8986,1.9358993768692017
4.906661033630371,43,9195,
,43,9195,1.93486750125885
4.882238864898682,44,9404,
,44,9404,1.9342538118362427
4.859604358673096,45,9613,
,45,9613,1.933432936668396
4.866917610168457,46,9822,
,46,9822,1.9328426122665405
4.892359733581543,47,10031,
,47,10031,1.9316092729568481
4.782050609588623,48,10240,
,48,10240,1.9314554929733276
4.747723579406738,49,10449,
,49,10449,1.931180715560913
4.799231052398682,50,10658,
,50,10658,1.9298782348632812
4.8266496658325195,51,10867,
,51,10867,1.9291448593139648
4.771937370300293,52,11076,
,52,11076,1.9289263486862183
4.835241317749023,53,11285,
,53,11285,1.9285587072372437
4.780505657196045,54,11494,
,54,11494,1.9273803234100342
4.787808895111084,55,11703,
,55,11703,1.9276227951049805
4.7900495529174805,56,11912,
,56,11912,1.9261422157287598
4.822293758392334,57,12121,
,57,12121,1.9248883724212646
4.835237979888916,58,12330,
,58,12330,1.9246313571929932
4.843237400054932,59,12539,
,59,12539,1.9240373373031616
4.8191375732421875,60,12748,
,60,12748,1.9233598709106445
4.807220935821533,61,12957,
,61,12957,1.9229824542999268
4.78890323638916,62,13166,
,62,13166,1.9219698905944824
4.830552101135254,63,13375,
,63,13375,1.9212003946304321
4.766228675842285,64,13584,
,64,13584,1.920672059059143
4.742516994476318,65,13793,
,65,13793,1.9202686548233032
4.802524089813232,66,14002,
,66,14002,1.9188069105148315
4.809297561645508,67,14211,
,67,14211,1.9187952280044556
4.7002339363098145,68,14420,
,68,14420,1.917507529258728
4.665436267852783,69,14629,
,69,14629,1.9175318479537964
4.658097743988037,70,14838,
,70,14838,1.916689157485962
4.638162612915039,71,15047,
,71,15047,1.9153494834899902
4.77140474319458,72,15256,
,72,15256,1.9150335788726807
4.732478141784668,73,15465,
,73,15465,1.9137407541275024
4.697201728820801,74,15674,
,74,15674,1.9140141010284424
4.668149471282959,75,15883,
,75,15883,1.9124752283096313
4.688881874084473,76,16092,
,76,16092,1.9122711420059204
4.662670612335205,77,16301,
,77,16301,1.9115617275238037
4.609167098999023,78,16510,
,78,16510,1.9104434251785278
4.596836566925049,79,16719,
,79,16719,1.9098042249679565
4.7094621658325195,80,16928,
,80,16928,1.9091581106185913
4.617456436157227,81,17137,
,81,17137,1.9083471298217773
4.61174201965332,82,17346,
,82,17346,1.907345175743103
4.695416450500488,83,17555,
,83,17555,1.9061745405197144
4.6110124588012695,84,17764,
,84,17764,1.9061044454574585
4.609735012054443,85,17973,
,85,17973,1.9057711362838745
4.606482028961182,86,18182,
,86,18182,1.904542326927185
4.663623809814453,87,18391,
,87,18391,1.9034433364868164
4.670955657958984,88,18600,
,88,18600,1.9026236534118652
4.627066612243652,89,18809,
,89,18809,1.9016871452331543
4.599058151245117,90,19018,
,90,19018,1.9003610610961914
4.617551803588867,91,19227,
,91,19227,1.8997650146484375
4.537172317504883,92,19436,
,92,19436,1.8989522457122803
4.582218647003174,93,19645,
,93,19645,1.8986178636550903
4.579102516174316,94,19854,
,94,19854,1.8983017206192017
4.654253959655762,95,20063,
,95,20063,1.8972305059432983
4.630720138549805,96,20272,
,96,20272,1.895943284034729
4.611700057983398,97,20481,
,97,20481,1.8961635828018188
4.588647842407227,98,20690,
,98,20690,1.89340341091156
4.588734149932861,99,20899,
,99,20899,1.8929970264434814
4.595787525177002,100,21108,
,100,21108,1.8924622535705566
4.633609771728516,101,21317,
,101,21317,1.8917665481567383
4.480801582336426,102,21526,
,102,21526,1.8917254209518433
4.48215913772583,103,21735,
,103,21735,1.8898175954818726
4.569835186004639,104,21944,
,104,21944,1.8888922929763794
4.5867156982421875,105,22153,
,105,22153,1.8875484466552734
4.547289848327637,106,22362,
,106,22362,1.8869829177856445
4.584223747253418,107,22571,
,107,22571,1.8860760927200317
4.498936176300049,108,22780,
,108,22780,1.8852139711380005
4.4835710525512695,109,22989,
,109,22989,1.884660005569458
4.577903747558594,110,23198,
,110,23198,1.883618950843811
4.497243404388428,111,23407,
,111,23407,1.883105993270874
4.478281497955322,112,23616,
,112,23616,1.8821885585784912
4.459463596343994,113,23825,
,113,23825,1.8809607028961182
4.513607025146484,114,24034,
,114,24034,1.8805580139160156
4.529179096221924,115,24243,
,115,24243,1.87896728515625
4.461217880249023,116,24452,
,116,24452,1.8785545825958252
4.522190570831299,117,24661,
,117,24661,1.877915382385254
4.502103805541992,118,24870,
,118,24870,1.876776099205017
4.4391770362854,119,25079,
,119,25079,1.875293493270874
4.423379421234131,120,25288,
,120,25288,1.875366449356079
4.436397552490234,121,25497,
,121,25497,1.8742027282714844
4.4605021476745605,122,25706,
,122,25706,1.8725543022155762
4.367987632751465,123,25915,
,123,25915,1.8716387748718262
4.312033653259277,124,26124,
,124,26124,1.871180772781372
4.3209333419799805,125,26333,
,125,26333,1.8703153133392334
4.469687461853027,126,26542,
,126,26542,1.8691328763961792
4.364899158477783,127,26751,
,127,26751,1.8683600425720215
4.394487380981445,128,26960,
,128,26960,1.8673642873764038
4.367912769317627,129,27169,
,129,27169,1.8668619394302368
4.416269779205322,130,27378,
,130,27378,1.8648685216903687
4.343975067138672,131,27587,
,131,27587,1.8640351295471191
4.372673034667969,132,27796,
,132,27796,1.8630954027175903
4.361783027648926,133,28005,
,133,28005,1.8620997667312622
4.396627902984619,134,28214,
,134,28214,1.8615002632141113
4.358457565307617,135,28423,
,135,28423,1.8607351779937744
4.324933052062988,136,28632,
,136,28632,1.859207034111023
4.303294658660889,137,28841,
,137,28841,1.858298420906067
4.369298934936523,138,29050,
,138,29050,1.8578566312789917
4.3647565841674805,139,29259,
,139,29259,1.8556734323501587
4.396101951599121,140,29468,
,140,29468,1.8556571006774902
4.252574443817139,141,29677,
,141,29677,1.8544381856918335
4.316821575164795,142,29886,
,142,29886,1.853088140487671
4.330207824707031,143,30095,
,143,30095,1.8524678945541382
4.162595748901367,144,30304,
,144,30304,1.8508862257003784
4.394729137420654,145,30513,
,145,30513,1.8500202894210815
4.234304904937744,146,30722,
,146,30722,1.848685622215271
4.2760210037231445,147,30931,
,147,30931,1.8480087518692017
4.290641784667969,148,31140,
,148,31140,1.84651517868042
4.280653953552246,149,31349,
,149,31349,1.8463040590286255
4.300799369812012,150,31558,
,150,31558,1.844808578491211
4.154360294342041,151,31767,
,151,31767,1.8442444801330566
4.22554874420166,152,31976,
,152,31976,1.8427789211273193
4.252119541168213,153,32185,
,153,32185,1.841996192932129
4.220789909362793,154,32394,
,154,32394,1.8404871225357056
4.186113357543945,155,32603,
,155,32603,1.8397551774978638
4.135720252990723,156,32812,
,156,32812,1.8386635780334473
4.2786784172058105,157,33021,
,157,33021,1.83780038356781
4.275920867919922,158,33230,
,158,33230,1.8363406658172607
4.189062595367432,159,33439,
,159,33439,1.835509181022644
4.087014675140381,160,33648,
,160,33648,1.8349398374557495
4.177392482757568,161,33857,
,161,33857,1.8333762884140015
4.143823623657227,162,34066,
,162,34066,1.8321950435638428
4.139800548553467,163,34275,
,163,34275,1.8310726881027222
4.124902725219727,164,34484,
,164,34484,1.8301503658294678
4.2172160148620605,165,34693,
,165,34693,1.8291045427322388
4.061802864074707,166,34902,
,166,34902,1.8276042938232422
4.070420265197754,167,35111,
,167,35111,1.8265039920806885
4.037083625793457,168,35320,
,168,35320,1.8249635696411133
4.158604621887207,169,35529,
,169,35529,1.8240246772766113
4.019251346588135,170,35738,
,170,35738,1.8228732347488403
4.080575942993164,171,35947,
,171,35947,1.8217120170593262
4.041721820831299,172,36156,
,172,36156,1.8207122087478638
4.130224227905273,173,36365,
,173,36365,1.8191943168640137
4.108397960662842,174,36574,
,174,36574,1.8194259405136108
4.065659999847412,175,36783,
,175,36783,1.818048357963562
4.157289505004883,176,36992,
,176,36992,1.8161369562149048
4.051553726196289,177,37201,
,177,37201,1.8152154684066772
3.9988441467285156,178,37410,
,178,37410,1.8135113716125488
4.044987201690674,179,37619,
,179,37619,1.8128635883331299
4.120802879333496,180,37828,
,180,37828,1.811862587928772
3.993537187576294,181,38037,
,181,38037,1.8104101419448853
3.9634907245635986,182,38246,
,182,38246,1.8092145919799805
4.003230094909668,183,38455,
,183,38455,1.80767023563385
3.973179340362549,184,38664,
,184,38664,1.8063102960586548
3.954960584640503,185,38873,
,185,38873,1.806138515472412
3.9916176795959473,186,39082,
,186,39082,1.8042867183685303
3.9257397651672363,187,39291,
,187,39291,1.8033894300460815
3.92148756980896,188,39500,
,188,39500,1.802472472190857
3.9324870109558105,189,39709,
,189,39709,1.8004673719406128
3.9802188873291016,190,39918,
,190,39918,1.7995721101760864
3.8849730491638184,191,40127,
,191,40127,1.7981359958648682
3.844590663909912,192,40336,
,192,40336,1.797457218170166
4.010653495788574,193,40545,
,193,40545,1.7959991693496704
3.949958562850952,194,40754,
,194,40754,1.7948477268218994
3.8596434593200684,195,40963,
,195,40963,1.7936975955963135
3.883244514465332,196,41172,
,196,41172,1.7922050952911377
3.8796095848083496,197,41381,
,197,41381,1.7915371656417847
3.9118692874908447,198,41590,
,198,41590,1.7896451950073242
3.883610963821411,199,41799,
,199,41799,1.7881261110305786
3.8394775390625,200,42008,
,200,42008,1.787493348121643
3.875778913497925,201,42217,
,201,42217,1.7861666679382324
3.862867593765259,202,42426,
,202,42426,1.785629153251648
3.8549211025238037,203,42635,
,203,42635,1.7841134071350098
3.8798599243164062,204,42844,
,204,42844,1.782409429550171
3.828230857849121,205,43053,
,205,43053,1.7817288637161255
3.7988789081573486,206,43262,
,206,43262,1.7796093225479126
3.7253005504608154,207,43471,
,207,43471,1.7786777019500732
3.8043313026428223,208,43680,
,208,43680,1.777708888053894
3.806725025177002,209,43889,
,209,43889,1.7761987447738647
3.7300682067871094,210,44098,
,210,44098,1.774578332901001
3.727067708969116,211,44307,
,211,44307,1.7746093273162842
3.82303524017334,212,44516,
,212,44516,1.7727187871932983
3.8262500762939453,213,44725,
,213,44725,1.7717509269714355
3.7589709758758545,214,44934,
,214,44934,1.769760251045227
3.7192249298095703,215,45143,
,215,45143,1.7690448760986328
3.840909481048584,216,45352,
,216,45352,1.7665177583694458
3.597236394882202,217,45561,
,217,45561,1.7665603160858154
3.8270952701568604,218,45770,
,218,45770,1.764840841293335
3.6980886459350586,219,45979,
,219,45979,1.7632708549499512
3.7239830493927,220,46188,
,220,46188,1.7621254920959473
3.7034435272216797,221,46397,
,221,46397,1.7606033086776733
3.7087907791137695,222,46606,
,222,46606,1.7594268321990967
3.634803533554077,223,46815,
,223,46815,1.7579561471939087
3.7213401794433594,224,47024,
,224,47024,1.7571450471878052
3.641003131866455,225,47233,
,225,47233,1.7554155588150024
3.6048035621643066,226,47442,
,226,47442,1.7544721364974976
3.7446956634521484,227,47651,
,227,47651,1.7531086206436157
3.6594133377075195,228,47860,
,228,47860,1.7515965700149536
3.614013433456421,229,48069,
,229,48069,1.7500663995742798
3.539809226989746,230,48278,
,230,48278,1.7491422891616821
3.513171672821045,231,48487,
,231,48487,1.7474040985107422
3.6638617515563965,232,48696,
,232,48696,1.7470933198928833
3.6514878273010254,233,48905,
,233,48905,1.744734287261963
3.593949317932129,234,49114,
,234,49114,1.7439186573028564
3.6758134365081787,235,49323,
,235,49323,1.741764783859253
3.548771381378174,236,49532,
,236,49532,1.741516351699829
3.6164846420288086,237,49741,
,237,49741,1.7395868301391602
3.5635650157928467,238,49950,
,238,49950,1.738550066947937
3.488039016723633,239,50159,
,239,50159,1.7371842861175537
3.5560221672058105,240,50368,
,240,50368,1.735920786857605
3.5830090045928955,241,50577,
,241,50577,1.7341808080673218
3.5351266860961914,242,50786,
,242,50786,1.7334986925125122
3.7133736610412598,243,50995,
,243,50995,1.7310981750488281
3.5605196952819824,244,51204,
,244,51204,1.7308427095413208
3.417372941970825,245,51413,
,245,51413,1.728792667388916
3.4428462982177734,246,51622,
,246,51622,1.728058934211731
3.3054213523864746,247,51831,
,247,51831,1.7256358861923218
3.5004820823669434,248,52040,
,248,52040,1.7242578268051147
3.444819211959839,249,52249,
,249,52249,1.7231172323226929
3.418757438659668,250,52458,
,250,52458,1.721955418586731
3.473620891571045,251,52667,
,251,52667,1.7203069925308228
3.4575161933898926,252,52876,
,252,52876,1.7194182872772217
3.47800874710083,253,53085,
,253,53085,1.7180558443069458
3.3775429725646973,254,53294,
,254,53294,1.7164732217788696
3.3585448265075684,255,53503,
,255,53503,1.7165509462356567
3.3807718753814697,256,53712,
,256,53712,1.7141059637069702
3.3765363693237305,257,53921,
,257,53921,1.7128148078918457
3.4347710609436035,258,54130,
,258,54130,1.7112292051315308
3.482729911804199,259,54339,
,259,54339,1.7094637155532837
3.339648723602295,260,54548,
,260,54548,1.7084511518478394
3.3161163330078125,261,54757,
,261,54757,1.7075904607772827
3.356029987335205,262,54966,
,262,54966,1.7057101726531982
3.366943359375,263,55175,
,263,55175,1.704917073249817
3.3327841758728027,264,55384,
,264,55384,1.7021554708480835
3.31630802154541,265,55593,
,265,55593,1.7018576860427856
3.3358683586120605,266,55802,
,266,55802,1.699681282043457
3.36594557762146,267,56011,
,267,56011,1.6991020441055298
3.262258529663086,268,56220,
,268,56220,1.697955846786499
3.253171682357788,269,56429,
,269,56429,1.6960285902023315
3.2776782512664795,270,56638,
,270,56638,1.6944968700408936
3.173220634460449,271,56847,
,271,56847,1.6923658847808838
3.153348445892334,272,57056,
,272,57056,1.6912282705307007
3.2168917655944824,273,57265,
,273,57265,1.6910901069641113
3.332824230194092,274,57474,
,274,57474,1.687975525856018
3.1908631324768066,275,57683,
,275,57683,1.6875977516174316
3.272655963897705,276,57892,
,276,57892,1.6864335536956787
3.2024950981140137,277,58101,
,277,58101,1.6844011545181274
3.1694371700286865,278,58310,
,278,58310,1.6823207139968872
3.124286651611328,279,58519,
,279,58519,1.6819640398025513
3.1782984733581543,280,58728,
,280,58728,1.6808202266693115
3.250751495361328,281,58937,
,281,58937,1.6795657873153687
3.2058277130126953,282,59146,
,282,59146,1.6776056289672852
3.0568366050720215,283,59355,
,283,59355,1.675581932067871
3.218816041946411,284,59564,
,284,59564,1.675421953201294
3.252509117126465,285,59773,
,285,59773,1.6735156774520874
3.201479911804199,286,59982,
,286,59982,1.6724814176559448
3.124551296234131,287,60191,
,287,60191,1.6706291437149048
3.1575331687927246,288,60400,
,288,60400,1.6678359508514404
3.177938222885132,289,60609,
,289,60609,1.6670080423355103
3.0992255210876465,290,60818,
,290,60818,1.6664482355117798
3.1024208068847656,291,61027,
,291,61027,1.6650516986846924
3.2094950675964355,292,61236,
,292,61236,1.6639381647109985
3.1833767890930176,293,61445,
,293,61445,1.6612049341201782
3.09367036819458,294,61654,
,294,61654,1.6601276397705078
3.136784076690674,295,61863,
,295,61863,1.659029245376587
3.0511128902435303,296,62072,
,296,62072,1.6583911180496216
3.1679437160491943,297,62281,
,297,62281,1.6554511785507202
2.937959671020508,298,62490,
,298,62490,1.6541990041732788
2.976304054260254,299,62699,
,299,62699,1.6538230180740356
3.037749767303467,300,62908,
,300,62908,1.6522619724273682
2.967918634414673,301,63117,
,301,63117,1.6510241031646729
2.9936113357543945,302,63326,
,302,63326,1.6499072313308716
3.050318956375122,303,63535,
,303,63535,1.6483415365219116
2.9331119060516357,304,63744,
,304,63744,1.6466461420059204
2.904651641845703,305,63953,
,305,63953,1.6458886861801147
2.9275312423706055,306,64162,
,306,64162,1.643625020980835
