kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,12.0,10.0,0.9265554547309875,0.9265674352645874,-0.921875,10.0,8.5,2.0,0,0,,
,,,,,,,,,,,0,0,0.9265554547309875,0.4983557164669037
0.015709245577454567,1.0078125,0.9921875,14.0,10.0,0.4675724506378174,0.4675864577293396,-0.44921875,10.0,8.0,2.0,1,1,,
,,,,,,,,,,,1,1,0.4675724506378174,0.7798510789871216
0.026452427729964256,1.015625,1.0,14.0,10.0,1.293501853942871,1.2935158014297485,-1.265625,10.0,7.0,2.0,2,2,,
,,,,,,,,,,,2,2,1.293501853942871,0.9037328958511353
0.028575286269187927,1.0078125,0.99609375,12.0,10.0,0.740105390548706,0.7401173710823059,-0.73046875,10.0,7.5,2.0,3,3,,
,,,,,,,,,,,3,3,0.740105390548706,1.2326210737228394
0.033360570669174194,1.0,1.0,12.0,10.0,1.0161446332931519,1.0161566734313965,-0.99609375,10.0,6.5,2.0,4,4,,
,,,,,,,,,,,4,4,1.0161446332931519,2.0083608627319336
