kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,8.0,8.0,1.0174624919891357,1.0174704790115356,-1.015625,8.0,4.5,2.0,0,0,,
,,,,,,,,,,,0,0,1.0174624919891357,0.47422686219215393
0.006236649118363857,0.9609375,0.98828125,7.6666669845581055,8.0,1.4630317687988281,1.4630393981933594,-1.40625,8.0,4.666666507720947,3.0,1,1,,
,,,,,,,,,,,1,1,1.4630317687988281,0.6226161122322083
0.00779217341914773,0.9765625,0.99609375,7.6666669845581055,8.0,1.2561317682266235,1.2561393976211548,-1.2265625,8.0,4.5,4.0,2,2,,
,,,,,,,,,,,2,2,1.2561317682266235,0.7088104486465454
0.008454167284071445,0.96875,0.99609375,7.800000190734863,8.0,1.4970130920410156,1.4970208406448364,-1.453125,8.0,5.0,5.0,3,3,,
,,,,,,,,,,,3,3,1.4970130920410156,0.700775146484375
0.010811643674969673,1.015625,1.0,8.066667556762695,8.0,1.752578854560852,1.7525869607925415,-1.765625,8.0,5.833333492279053,6.0,4,4,,
,,,,,,,,,,,4,4,1.752578854560852,0.890163004398346
0.015728173777461052,1.015625,1.0,8.047618865966797,8.0,1.4017525911331177,1.4017606973648071,-1.3984375,8.0,4.714285850524902,7.0,5,5,,
,,,,,,,,,,,5,5,1.4017525911331177,0.9996140003204346
0.018579183146357536,1.0390625,1.0,7.750000476837158,8.0,1.7670750617980957,1.7670828104019165,-1.78125,8.0,4.875,8.0,6,6,,
,,,,,,,,,,,6,6,1.7670750617980957,1.1086270809173584
0.01923852413892746,1.046875,1.0,7.805555820465088,8.0,1.732434868812561,1.7324426174163818,-1.7578125,8.0,4.888888835906982,9.0,7,7,,
,,,,,,,,,,,7,7,1.732434868812561,1.123868703842163
0.024204496294260025,1.0625,1.0,7.777778148651123,8.0,1.4697151184082031,1.469722867012024,-1.5,8.0,4.699999809265137,10.0,8,8,,
,,,,,,,,,,,8,8,1.4697151184082031,1.0536911487579346
0.02797602489590645,1.0625,1.0,7.711111068725586,8.0,1.6282789707183838,1.6282867193222046,-1.65625,8.0,4.599999904632568,10.0,9,9,,
,,,,,,,,,,,9,9,1.6282789707183838,1.0505695343017578
