val_loss,epoch,step,train_loss
3.860652446746826,0,285,
,0,285,8.715164184570312
2.8927321434020996,1,571,
,1,571,6.9382781982421875
2.212308168411255,2,857,
,2,857,5.592304229736328
1.7120695114135742,3,1143,
,3,1143,4.535431385040283
1.3537776470184326,4,1429,
,4,1429,3.6547985076904297
1.1211503744125366,5,1715,
,5,1715,2.9507627487182617
0.9887924790382385,6,2001,
,6,2001,2.3815009593963623
0.9420175552368164,7,2287,
,7,2287,1.9278583526611328
0.9650993347167969,8,2573,
,8,2573,1.5797014236450195
1.0424466133117676,9,2859,
,9,2859,1.3186416625976562
1.1542340517044067,10,3145,
,10,3145,1.1361697912216187
1.2803150415420532,11,3431,
,11,3431,1.0162855386734009
1.4037994146347046,12,3717,
,12,3717,0.9467675089836121
1.5120174884796143,13,4003,
,13,4003,0.9056022763252258
1.593919277191162,14,4289,
,14,4289,0.8878411054611206
1.6528722047805786,15,4575,
,15,4575,0.8779042959213257
1.6864830255508423,16,4861,
,16,4861,0.8740990161895752
1.7013463973999023,17,5147,
,17,5147,0.8730008006095886
1.7040274143218994,18,5433,
,18,5433,0.8719291090965271
1.70464026927948,19,5719,
,19,5719,0.869672954082489
1.7032862901687622,20,6005,
,20,6005,0.8676449060440063
1.6994762420654297,21,6291,
,21,6291,0.8658092021942139
1.7032886743545532,22,6577,
,22,6577,0.8644059300422668
1.6976590156555176,23,6863,
,23,6863,0.8618910908699036
1.6875027418136597,24,7149,
,24,7149,0.8611443042755127
1.704493761062622,25,7435,
,25,7435,0.8591846823692322
1.6755460500717163,26,7721,
,26,7721,0.8578100204467773
1.6915150880813599,27,8007,
,27,8007,0.8569585680961609
1.6900571584701538,28,8293,
,28,8293,0.8545346260070801
1.6865898370742798,29,8579,
,29,8579,0.8530464172363281
1.6726460456848145,30,8865,
,30,8865,0.8522632122039795
1.6836320161819458,31,9151,
,31,9151,0.8505150079727173
1.6655830144882202,32,9437,
,32,9437,0.8500097393989563
1.6872482299804688,33,9723,
,33,9723,0.8482262492179871
1.650900959968567,34,10009,
,34,10009,0.8455421924591064
1.6741466522216797,35,10295,
,35,10295,0.8440888524055481
1.6610057353973389,36,10581,
,36,10581,0.8403264284133911
1.672044277191162,37,10867,
,37,10867,0.8395968079566956
1.6712383031845093,38,11153,
,38,11153,0.8388329148292542
1.6503533124923706,39,11439,
,39,11439,0.8373943567276001
1.6322356462478638,40,11725,
,40,11725,0.8359381556510925
1.6452479362487793,41,12011,
,41,12011,0.8339607119560242
1.6352522373199463,42,12297,
,42,12297,0.8317025303840637
1.646008849143982,43,12583,
,43,12583,0.8300814628601074
1.662965178489685,44,12869,
,44,12869,0.8293009400367737
1.6341893672943115,45,13155,
,45,13155,0.8268573880195618
1.6191645860671997,46,13441,
,46,13441,0.8241268396377563
