kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,10.0,10.0,1.0437251329421997,1.043735146522522,-1.046875,10.0,7.5,2.0,0,0,,
,,,,,,,,,,,0,0,1.0437251329421997,0.4413204491138458
0.04296224191784859,1.1328125,1.0,10.666666984558105,10.0,1.8396501541137695,1.8396607637405396,-1.875,10.0,7.0,3.0,1,1,,
,,,,,,,,,,,1,1,1.8396501541137695,0.5547680258750916
0.07639651000499725,1.0234375,0.99609375,9.166666984558105,10.0,2.3239073753356934,2.323916435241699,-2.234375,10.0,6.75,4.0,2,2,,
,,,,,,,,,,,2,2,2.3239073753356934,0.491641104221344
0.07915589213371277,1.3203125,0.99609375,9.40000057220459,10.0,1.9152843952178955,1.91529381275177,-1.9296875,10.0,6.800000190734863,5.0,3,3,,
,,,,,,,,,,,3,3,1.9152843952178955,0.5934491753578186
0.07418251037597656,1.2109375,0.99609375,9.600000381469727,10.0,2.3420746326446533,2.3420841693878174,-2.3125,10.0,7.166666507720947,6.0,4,4,,
,,,,,,,,,,,4,4,2.3420746326446533,0.614467203617096
