train_loss,epoch,step,max_norm
3.6602158546447754,0,0,
1.5323909521102905,0,1,
0.6597598791122437,0,2,
0.7474480271339417,0,3,
0.9272359609603882,0,4,
0.7391908764839172,0,5,
,0,5,1.2109192609786987
